;Id;text;S_naive;S
2244;6992;Excellent people, good variety of projects, good work life balance. ;1;
2245;6994;Good work-life balance. Open and diverse culture. Company cares about employees most of time.. ;1;
2246;6996;Good safety culture. Challenging asignments. High responsibility.. ;1;
2247;6997;Great benefits and opportunity to learn from subject matter experts.. ;1;
2248;6999;Nice pay and benefits. Predictable schedule. Relatively low-stress, especially on deadlines. Fosters collaboration among coworkers.. ;1;
2249;7000;Very high pay relative to expectations, work/life balance, golden handcuff pension, employees expected to act professional.. ;1;
2250;7003;Very inclusive, embraces diversity and very safety orientated.. ;1;
2251;7005;Great salary. Good people to work with. Great benefits including pension. Ability to work in various locations around the world. You are given lots of responsibilities and many resources to accomplish your tasks/projects.. ;1;
2252;7006;Good company, for career development they worry for the people.. ;1;
2253;7007;Good work-life balance. Great Bonus. ;1;
2254;7009;Salary and benefits are better than majority of companies. Collegial work environment - people are genuinely nice to each other. Good work/life balance encouraged by senior management. Opportunity to travel all around the world.. ;1;
2255;7011;Friendly people. Very good salary and benefits (9/80 schedule, 401k in addition to pension plan ). Good work-life balance (depends on the department). Good opportunities for project managers.. ;1;
2256;7014;"World-class training and work-flow processes. Worldwide locations and (previously) opportunities for those who were willing to be ""global-mobile"".. ";1;
2257;7016;Digital transformation is beginning to help with those out there that want to be code. Chevron is starting to realize they need to use the latest software technologies to compete in the market. People are nice and work life balance is great with Friday’s off every other week.. ;1;
2258;7017;Chevron is a great place to offer that offers competitive compensation package and good work-life balance.. ;1;
2259;7018;Excellent work-life balance, true part of the culture.. ;1;
2260;7019;"impressive employee benefits; work-life balance and values employee safety at all times. ";1;
2261;7025;Really great benefit, good people and work life balance.. ;1;
2262;7026;Work life balance , Pay , Benefits , Company culture ,Brand. ;1;
2263;7027;Structured and strategic management style. ;1;
2264;7033;Multiple training. Good compensation. Opportunity to travel the world. ;1;
2265;7034;Many interesting projects, many good people, overall work / life balance is good and location downtown is good and facility is good. ;1;
2266;7035;Great company to work for. Helps you to advance or further your current career.. ;1;
2267;7037;Robust processes in place to ensure high level of efficiency and safety. 4x match on 2% 401(k) is industry-leading with only Aramco Services Inc better at 5x match. Compensation is competitive and growth opportunities are omnipresent. Great work-life balance for rotational employees.. ;1;
2268;7040;They care about you and your priorities. Interesting work.. ;1;
2269;7042;Benefits, Culture, pay, work-life balance, 401k match. ;1;
2270;7044;Salary, people, career growth, diversity. ;1;
2271;7045;Great benefits, generous pay, working for a global energy company. Chevron truly cares about safety and is the industry leader.. ;1;
2272;7047;Company culture is great. Work life balance. Benefits for expatriate assignment is very good.. ;1;
2273;7048;"interesting high value high impact projects; work life balance. ";1;
2274;7050;Great 401k and pension plan with great benefits, great work/life balance. ;1;
2275;7051;Work life balance, 9/80, Good pay, Safety orientated. ;1;
2276;7057;- Pay and benefits - Safety culture (if mid and senior leaders buy into it and not just pay lip service to it). ;1;
2277;7059;"Work-life is well balanced; Relatively flexible work hours. ";1;
2278;7060;Great health benefits and good compensation. ;1;
2279;7062;Good benefits, competitive salary, safety focused, advancement opportunities. ;1;
2280;7063;You learn a ton when you're starting out, benefits I remember being somewhat decent, relative stability in this field, safety was a very high priority.. ;1;
2281;7065;- Colleagues on the team and in adjacent teams are smart, diligent, and thorough in their approach to work - Teams work together to solve problems - Quality of accounting and financial reporting is high - Management team is experienced and care about the direction of the company. ;1;
2282;7066;Hard working people, nice team, friendly management. ;1;
2283;7071;It is a Solid company with stable business in North America. Good practices related to keeping people safe as with most other large corporates.. ;1;
2284;7074;When I first started it wasn't bad at all, enjoyed coming into work. Enjoyed my coworkers. Then management changed and it all went down hill within a year's time.. ;1;
2285;7075;You get to learn a lot, build your resume with experience and certifications, and some upward mobility opportunities, ability to network with different companies while working onsite, opportunities for OT, good place to start your career in the industry.. ;1;
2286;7081;Great benefits, competitive wages, opportunities to advance when you prove yourself. Top management started at the bottom and worker their way up. Depending on your role, travel is available. Those who work hard will advance. They have never laid anyone off.. ;1;
2287;7082;Good teams, Good benefits, Good Experience, Good Opportunity for Growth. ;1;
2288;7085;Flexibility with your schedule Decent upper management ok benefits. ;1;
2289;7087;"From working on multi million dollar engineering and construction projects to solving complex Operational problems in water, wastewater and energy, exciting career is an understatement. You get to work and learn from some of the very best technical, management and operations staff in a very collaborative environment. Leadership encourage and support education and learning initiatives with tuition support and resources. Leadership encourages and supports your initiatives and ""stretch goals"" and rewards performance. Leadership team strives to provide work-life balance and promotes health & wellness initiatives for employees. Leadership encourages and supports volunteering and community partnership initiatives and actively promotes a fair and equitable workplace with several diversity and inclusion initiatives to ensure everybody has the opportunities and resources to succeed in their careers.. ";1;
