;Id;text;G_naive;G
2025;8287;Very good formal training for engineers. Good internship program. Very rigorous and good development program for graduates. Excellent work life balance. Highly competitive work amongst co-workers yet the working culture takes the stress out.. ;1;
2026;8289;Good overall review. Good Benefits. In general the Management structure in Alaska worked fairly well. I will work for BP again if given the opportunity. ;1;
2027;8291;Great place to work. Benefits are competitive and the employees really want to do what is right for the organization.. ;1;
2028;8293;This was one of my favorate jobs while working retail. Pay was fair. Rewards for performance. They made me feel like much more than a number, and training was excellent.. ;1;
2029;8299;Good health benefits with low premiums. 401k matching up to 7%. Salary and bonus compensation is competitive and in line with market. 9-80 schedule is a huge perk. Work life balance is good, but will vary depending on your role. There was a focus on personal career development when oil prices were high, but the focus on that has lightened in the recent oil price environment.. ;1;
2030;8307;Great benefits. Good mentor programs. Many outlets for work-life balance (e.g. Asian network, LGBT, pickup soccer, good gym facilities). Onsite daycare is a plus. 9/80 work schedule is fantastic. Fairly flexible work hours as long as you get the job done and meet expectations.. ;1;
2031;8313;Great pay and benifits. Very collaborative, diverse and inclusive environment. Lots of smart people. Good work-life balance. Fairly easy to move to other parts of the company.. ;1;
2032;8315;On Site Amenities, Career Growth, Pay, Benefits. ;1;
2033;8316;Great pay and benefits. Real talent hired Managers are skilled and committed to you advancement Company invests in employees with amazing talent and training tools. ;1;
2034;8317;Great career path planning. Excellent training. Good pay and excellent benefits.. ;1;
2035;8322;Great coworkers,great pay and benifits. ;1;
2036;8323;Good pay and benefits Opportunities for movement People. ;1;
2037;8324;Well, paid. 9/80 for those that prefer to work that. Stable company.. ;1;
2038;8332;Competitive pay and benefits.. ;1;
2039;8340;It gave me a paycheck. ;1;
2040;8341;Good benefits. Good salary. Good internal posting system for career development opportunities. ;1;
2041;8342;Good Work -Life balance Good Pay, excellent benefits. Good people to work with. ;1;
2042;8345;Great pay and benefits. Thats where it ends :). ;1;
2043;8353;Work with a great operations team. They utilize best management practices for various location which allows each site to do certain things in a way that bets suits them. Excellent career advancement opportunity. Really good benefits package. The research and development job that I had was really challenging.. ;1;
2044;8355;Good pay, good benefits, upper management changes everthing every couple of months so no one knows whats going on which equals pretty easy days. You will also laugh a lot at the ridiculousness of maintenance work process. ;1;1.0
2045;8359;good pay good hours good customers. ;1;
2046;8361;Good pay, flexible working ours and awesome benefits. ;1;
2047;8362;Freedom, not micromanaged, nice customers, steady check, regular hours, Christmas and Thanksgiving off (no pay but still that's good for gas station) health benefits and 401k. ;1;
2048;8363;professional work environment, good pay. ;1;
2049;8368;Great culture and great people with whom to work. People here strive for excellence everyday which can make it a competitive environment. Lots of educational opportunities for technical people and lucrative and fulfilling technical career paths.. ;1;
2050;8372;Excellent benefits. Good pay. Flexible Schedule. Company cares for employee well being ( access to gym, for example ). Trying very hard to be inclusive. Very string effort on Safety. ;1;
2051;8374;Fairly relaxed, flexible hours, 9/80 schedule, easy to convince others that you are an expert in a particular area or product.. ;1;
2052;8388;Good health benefits with low premiums. 401k matching up to 7%. Salary and bonus compensation is competitive and in line with market. 9-80 schedule is a huge perk. Work life balance is good, but will vary depending on your role. There was a focus on personal career development when oil prices were high, but the focus on that has lightened in the recent oil price environment.. ;1;
2053;8390;Great opportunities, Great Pay.. ;1;
2054;8392;Good pay and good benefits. Some people have opportunities but not most.. ;1;
2055;8396;Large Oil and Gas international business. Many internal opportunities. Pay and bonuses are good. Many wonderful co-workers.. ;1;
2056;8398;New hire training for recent college grads is outstanding, 3 years of training. Ability to move across business units is fairly easy With some ability and some assistance easy enough to move across functions. ;1;
2057;8400;1. Have established procedures for safety and operations and have implemented assurance plans. 2. Pay is ok and benefits are very good.. ;1;
2058;8408;Great benefits and pay. Smart people. Company is providing great opportunities for many people across the globe.. ;1;
2059;8411;Very good to their employees, excellent benefits. Competitive salaries.. ;1;
2060;8417;In the oil and gas industry you receive better pay than many opportunities which is also the case at BP. There are still a number of quality people to work with at BP.. ;1;
2061;8419;Pays above market rates and great benefits. ;1;
2062;8420;Treats their employees well. Benefits are very good. Compensation is competitive.. ;1;
2063;8424;Warm environment, good people, descent pay.. ;1;
2064;8427;BP pays well for the work that you do. They have one of the best benefits packages that I've seen. When they are making money they like to spend it and bonuses almost always get paid.. ;1;
2065;8428;"Good salary and benefits packages that are very competitive in the industry; some growth opportunities. ";1;
2066;8445;Great benefits, great pay but the best asset are the great coworkers.. ;1;
2067;8446;Well Organized, great on boarding and tuition reimbursement. ;1;
2068;8448;The pay is consistent and you earn small quarterly raises which add up pretty quickly. You meet a lot of nice people and even a few celebrities.. ;1;
2069;8451;Career progression, mentorship, benefits, challenging opportunities, locations across the global allowing for expat opportunities, management is quite transparent.. ;1;
2070;8455;I believe that the management strives to be fair and tries to do the right thing even in these trying times for the oil industry.. ;1;
2071;8456;BP provides decent pay and benefits. They have a gym, dentist, doctor, pharmacy and vision center on campus. 9/80 schedule (every other Friday off).. ;1;
2072;8458;Great job. Good pay and get to meet new people. The stores are close to my house so I could walk to work if I had to. ;1;
2073;8461;Good pay and benefits. Nice people to work with and good atmosphere in Houston.. ;1;
2074;8462;Good people, benefits, work life balance, compensation. It is a good work/office environment that is fairly constructive. ;1;
2075;8464;- still a large company even after a number of divestments, so opportunities for lateral moves - very good pay and benefits. ;1;
2076;8466;BP was a positive and professional company to work for and I'm proud to have been part of there organization. BP was fair, honest was knowledgeable in the alternative energy field.. ;1;
2077;8468;Great pay, 7% stock matching. Great work/life balance and plenty of opportunity for training. Ability to obtain a mentor and move thought the company if you have a desire.. ;1;
2078;8470;Excellent company culture. The company really cares about it's employees and takes care of them. Great benefits and a very supportive environment with lots of potential to advance. They really do care about the work life balance of their employees and provide flexible work schedules as well as supporting working remotely. Excellent pay and reliable benefits as they don't track sick days but just let the employee take time off for illness when they need to.. ;1;
2079;8472;Great benefits good pay safety oriented. ;1;
2080;8473;Good pay, benefits. Diversity initiative strong.. ;1;
2081;8474;Pay, Benefits, Always learning new things, the work is not difficult, lots of down time to talk with co-workers. ;1;
2082;8478;Great place to work. Benefits are competitive and the employees really want to do what is right for the organization.. ;1;
2083;8482;* Outstanding pay and benefits * 9/80's for those who work in the business * Technical folks are outstanding. ;1;
2084;8483;Great work life balance (9/80), looks great on resume, good experience and training in specific focus areas. Willing to invest in first in class technology and software systems. ;1;
