date;employee_title;employee_status;review_title;pros;cons
2021-01-09;Analyst;Current Employee;Great place to work and increase your skills;"Opportunity for a wide range of roles in a career. Great people
";"None that I can think of
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-08;Chemical Engineer;Current Employee;B+;"Other than recent layoffs, generally a lot of stability and overall things are organized decently
";"The usual stuff that most corporations are guilty of... you feel like a numbered cow instead of a human at times
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-12;Process Engineer;Former Employee, more than 1 year;ExxonMobil Process Engineering;"Good Compensations - They pay very well, though many of the benefits such as 401k matches are gone.
";"Toxic Culture - not progressive at all. No diversity.
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-02-12;Process Engineer;Current Employee;Run;"Work as early as you want
";"Going downhill fast. Bad morale
2 people found this review helpful
Helpful
Share
Repor"
2021-01-08;Plant Worker;Former Employee, more than 5 years;Great place to work;"Friendly, great pay and hours
";"No cons to list, great place
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-09;Manager;Current Employee, more than 10 years;Good times are past. Stay away.;"Sadly all the former pros are gone. There was a time I loved my job. Those days are past.
";"Management has no care or connection to the workforce and is moving jobs from “high cost” countries to India as fast as they can. No chance of a long term career. All benefits continue to be cut as time goes on. No raises. No 401k match. No cost of living adjustments. No education or training program. No opportunities. Entire workforce is looking for employment elsewhere. Very low morale. Fired so many people that you have to do the work of two people and work 12 hour days. Workforce does not trust management. No transparency from management on plans for continued workforce reduction. Very arbitrary good old boys ranking process for identifying who to fire during annual layoffs. Company is shrinking and in decline. Opportunities from promotion limited as company is laying off not growing.
Verify your email to continue reading or Resend email
6 people found this review helpful
Helpful
Share
Repor"
2021-01-08;Project Engineer;Current Employee;ExxonMobil Review;"Great people and competitive pay
";"Plan for the future is questionable
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-06;Anonymous;Current Employee, more than 1 year;Good to work for great people;"One of the top Pat companies
";"No concern about that company
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-07;Process Design Engineer;Current Employee, more than 1 year;Good Company;"Great compensation, great benefits, and you work with incredible people
";"Change is very slow, company can struggle with being transparent at times
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-02-11;Project Engineer;Former Employee;Choose another Major O&G company or work in Tech;"Work with extremely intelligent and motivated co-workers Most individuals tend to be good to work with and helpful Benefits Branding Training
";"Ranking system is universally despised by all except top 10% Can still be laid off even if you have good rank and reputation Very little input on future advancement and desired positions One bad rank year in first 3 years and you are tainted goods for your career Poor work / life balance Change resistant
Verify your email to continue reading or Resend email
1 person found this review helpful
Helpful
Share
Repor"
2021-01-07;Project Manager;Current Employee, more than 10 years;Bottom-line driven;"Good pay and benefits; good work with variety of projects and locations available (not great locations however). Great opportunity to learn and build large network of high-quality professionals. Great for people who enjoy structured environment and established procedures (ie military).
";"Company is driven by the bottom line, not the people. Potential to be sidelined to less than desirable positions due to the 'needs of the company' and past managers' promises of later opportunities will be forgotten. Must seek management route early in career if any desire to do so. Very poor morale with recent layoffs.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-01-21;Facilities Engineer;Former Employee, more than 1 year;Facilities Engineer;"Good benefits, intelligent coworkers, good pay
";"long hours, environment does not foster team work due to ranking system
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
